FIAT,Bravo,1.4 16v T-Jet 120 Dualogic,FIATBravo1.4 16v T-Jet 120 Dualogic
FIAT,Bravo,1.4 16v T-Jet 150,FIATBravo1.4 16v T-Jet 150
FIAT,Bravo,1.6 16v MultiJet 105,FIATBravo1.6 16v MultiJet 105
FIAT,Bravo,1.6 16v MultiJet 105 ECO,FIATBravo1.6 16v MultiJet 105 ECO
FIAT,Bravo,1.6 16v MultiJet 120,FIATBravo1.6 16v MultiJet 120
FIAT,Bravo,1.6 16v MultiJet 120 Dualogic,FIATBravo1.6 16v MultiJet 120 Dualogic
FIAT,Bravo,1.9 16v MultiJet 150,FIATBravo1.9 16v MultiJet 150
FIAT,Bravo,1.9 MultiJet 120,FIATBravo1.9 MultiJet 120
FIAT,Bravo,2.0 16v MultiJet 165,FIATBravo2.0 16v MultiJet 165
FIAT,Doblo,1.3 16v MultiJet (85 bhp) High Roof,FIATDoblo1.3 16v MultiJet (85 bhp) High Roof
FIAT,Doblo,1.3 16v MultiJet (85 bhp) Low Roof and Family,FIATDoblo1.3 16v MultiJet (85 bhp) Low Roof and Family
FIAT,Doblo,1.4 High Roof,FIATDoblo1.4 High Roof
FIAT,Doblo,1.4 Low Roof and Family,FIATDoblo1.4 Low Roof and Family
FIAT,Doblo,1.9 MultiJet (105 bhp) Low Roof,FIATDoblo1.9 MultiJet (105 bhp) Low Roof
FIAT,Doblo,1.9 MultiJet (120 bhp) High Roof,FIATDoblo1.9 MultiJet (120 bhp) High Roof
FIAT,Doblo,1.9 MultiJet (120 bhp) Low Roof and Family,FIATDoblo1.9 MultiJet (120 bhp) Low Roof and Family
FIAT,Ducato,Combi 2.2 MultiJet 100,FIATDucatoCombi 2.2 MultiJet 100
FIAT,Ducato,Combi 2.3 MultiJet 120 medium wheelbase High Roof,FIATDucatoCombi 2.3 MultiJet 120 medium wheelbase High Roof
FIAT,Ducato,Combi 2.3 MultiJet 120 short wheelbase,FIATDucatoCombi 2.3 MultiJet 120 short wheelbase
FIAT,Fiorino,Combi 1.3 16v MultiJet,FIATFiorinoCombi 1.3 16v MultiJet
FIAT,Fiorino,Combi 1.3 16v MultiJet Comfort Matic,FIATFiorinoCombi 1.3 16v MultiJet Comfort Matic
FIAT,Fiorino,Combi 1.4,FIATFiorinoCombi 1.4
FIAT,Grande Punto,1.2,FIATGrande Punto1.2
FIAT,Grande Punto,1.4,FIATGrande Punto1.4
FIAT,Grande Punto,1.3 16v MultiJet (75 bhp),FIATGrande Punto1.3 16v MultiJet (75 bhp)
FIAT,Grande Punto,1.3 MultiJet 75,FIATGrande Punto1.3 MultiJet 75
FIAT,Grande Punto,1.3 MultiJet 90,FIATGrande Punto1.3 MultiJet 90
FIAT,Grande Punto,1.3 MultiJet 90 Dualogic,FIATGrande Punto1.3 MultiJet 90 Dualogic
FIAT,Grande Punto,1.4 16v,FIATGrande Punto1.4 16v
FIAT,Grande Punto,1.4 16v T-Jet 120,FIATGrande Punto1.4 16v T-Jet 120
FIAT,Grande Punto,1.4 Dualogic,FIATGrande Punto1.4 Dualogic
FIAT,Grande Punto,1.4 T-Jet 120,FIATGrande Punto1.4 T-Jet 120
FIAT,Grande Punto,1.6 16v MultiJet 120,FIATGrande Punto1.6 16v MultiJet 120
FIAT,Grande Punto,1.9 MultiJet 130,FIATGrande Punto1.9 MultiJet 130
FIAT,Grande Punto Sound,,FIATGrande Punto Sound
FIAT,Grande Punto (Series 2),1.6 16v MultiJet 120,FIATGrande Punto (Series 2)1.6 16v MultiJet 120
FIAT,Multipla,1.6 16v,FIATMultipla1.6 16v
FIAT,Multipla,1.9 MultiJet 120,FIATMultipla1.9 MultiJet 120
FIAT,New Doblo,1.4,FIATNew Doblo1.4
FIAT,New Doblo,1.4 High Roof,FIATNew Doblo1.4 High Roof
FIAT,New Doblo,1.6 MultiJet,FIATNew Doblo1.6 MultiJet
FIAT,New Doblo,1.6 MultiJet High Roof,FIATNew Doblo1.6 MultiJet High Roof
FIAT,New Doblo,2.0 MultiJet,FIATNew Doblo2.0 MultiJet
FIAT,New Doblo,2.0 MultiJet High Roof,FIATNew Doblo2.0 MultiJet High Roof
FIAT,Panda,1.1,FIATPanda1.1
FIAT,Panda,1.2,FIATPanda1.2
FIAT,Panda,1.1 Active ECO,FIATPanda1.1 Active ECO
FIAT,Panda,1.2 Dualogic,FIATPanda1.2 Dualogic
FIAT,Panda,1.2 Dynamic ECO,FIATPanda1.2 Dynamic ECO
FIAT,Panda,1.3 16v MultiJet,FIATPanda1.3 16v MultiJet
FIAT,Panda,100 HP,FIATPanda100 HP
FIAT,Panda,4 x 4,FIATPanda4 x 4
FIAT,Panda,4x4,FIATPanda4x4
FIAT,Panda,4x4 Cross,FIATPanda4x4 Cross
FIAT,Punto Evo,1.3 16v MultiJet 75,FIATPunto Evo1.3 16v MultiJet 75
FIAT,Punto Evo,1.3 16v MultiJet 95,FIATPunto Evo1.3 16v MultiJet 95
FIAT,Punto Evo,1.3 16v MultiJet 95 Dualogic,FIATPunto Evo1.3 16v MultiJet 95 Dualogic
FIAT,Punto Evo,1.4 16v MultiAir 105,FIATPunto Evo1.4 16v MultiAir 105
FIAT,Punto Evo,1.4 16v MultiAir Turbo 135,FIATPunto Evo1.4 16v MultiAir Turbo 135
FIAT,Punto Evo,1.4 8v,FIATPunto Evo1.4 8v
FIAT,Punto Evo,1.4 8v Dualogic,FIATPunto Evo1.4 8v Dualogic
FIAT,Qubo,1.4,FIATQubo1.4
FIAT,Qubo,1.3 MultiJet,FIATQubo1.3 MultiJet
FIAT,Qubo,1.3 MultiJet Dualogic,FIATQubo1.3 MultiJet Dualogic
FIAT,Scudo,Combi 1.6 MultiJet 5 seat,FIATScudoCombi 1.6 MultiJet 5 seat
FIAT,Scudo,Combi 2.0 MultiJet 120 8 seat,FIATScudoCombi 2.0 MultiJet 120 8 seat
FIAT,Scudo,Combi 2.0 MultiJet 120 long wheelbase 5/6 seat,FIATScudoCombi 2.0 MultiJet 120 long wheelbase 5/6 seat
FIAT,Scudo,Combi 2.0 MultiJet 120 lwb 5/6 seat,FIATScudoCombi 2.0 MultiJet 120 lwb 5/6 seat
FIAT,Scudo,Panorama Family 2.0 MultiJet 120 long wheelbase,FIATScudoPanorama Family 2.0 MultiJet 120 long wheelbase
FIAT,Scudo,Panorama Family 2.0 MultiJet 120 short wheelbase,FIATScudoPanorama Family 2.0 MultiJet 120 short wheelbase
FIAT,Scudo,Panorama Family 2.0 MultiJet 140 long wheelbase,FIATScudoPanorama Family 2.0 MultiJet 140 long wheelbase
FIAT,Scudo,Panorama Family 2.0 MultiJet 140 short wheelbase,FIATScudoPanorama Family 2.0 MultiJet 140 short wheelbase
FIAT,Sedici,1.6 16v,FIATSedici1.6 16v
FIAT,Sedici,1.6 16v 4x2,FIATSedici1.6 16v 4x2
FIAT,Sedici,1.9 MultiJet,FIATSedici1.9 MultiJet
FIAT,Sedici (Series 2),1.6 4x2,FIATSedici (Series 2)1.6 4x2
FIAT,Sedici (Series 2),1.6 4x4,FIATSedici (Series 2)1.6 4x4
FIAT,Sedici (Series 2),2.0 MultiJet 4x4,FIATSedici (Series 2)2.0 MultiJet 4x4
FORD,Fiesta,1.25 Duratec (60PS),FORDFiesta1.25 Duratec (60PS)
FORD,Fiesta,1.25 Duratec (75PS),FORDFiesta1.25 Duratec (75PS)
FORD,Fiesta,1.25 Duratec (82PS),FORDFiesta1.25 Duratec (82PS)
FORD,Fiesta,1.4 Duratec (80PS),FORDFiesta1.4 Duratec (80PS)
FORD,Fiesta,1.4 Duratec (96PS),FORDFiesta1.4 Duratec (96PS)
FORD,Fiesta,1.4 Duratorq TDCi (68PS),FORDFiesta1.4 Duratorq TDCi (68PS)
FORD,Fiesta,1.6 Duratec (100PS),FORDFiesta1.6 Duratec (100PS)
FORD,Fiesta,1.6 Duratec (100PS) - 4.06 FDR,FORDFiesta1.6 Duratec (100PS) - 4.06 FDR
FORD,Fiesta,1.6 Duratec (100PS) - 4.25 FDR,FORDFiesta1.6 Duratec (100PS) - 4.25 FDR
FORD,Fiesta,1.6 Duratec (120PS),FORDFiesta1.6 Duratec (120PS)
FORD,Fiesta,1.6 Duratorq (95PS) (+DPF),FORDFiesta1.6 Duratorq (95PS) (+DPF)
FORD,Fiesta,1.6 Duratorq (95PS) (+DPF) (ECO),FORDFiesta1.6 Duratorq (95PS) (+DPF) (ECO)
FORD,Fiesta,1.6 Duratorq TDCi (90PS),FORDFiesta1.6 Duratorq TDCi (90PS)
FORD,Fiesta,2.0 Duratec (150PS),FORDFiesta2.0 Duratec (150PS)
FORD,Focus,1.4 Duratec (80PS) 3/5 Door Saloon,FORDFocus1.4 Duratec (80PS) 3/5 Door Saloon
FORD,Focus,1.6 Duratec (100PS) 3 Door Saloon,FORDFocus1.6 Duratec (100PS) 3 Door Saloon
FORD,Focus,1.6 Duratec (100PS) 3/4/5 Door Saloon,FORDFocus1.6 Duratec (100PS) 3/4/5 Door Saloon
FORD,Focus,1.6 Duratec (100PS) 4/5 Door Saloon,FORDFocus1.6 Duratec (100PS) 4/5 Door Saloon
FORD,Focus,1.6 Duratec (100PS) Estate,FORDFocus1.6 Duratec (100PS) Estate
FORD,Focus,1.6 Duratec Ti-VCT - Single Cat (115PS) 3/4/5 Door Saloon,FORDFocus1.6 Duratec Ti-VCT - Single Cat (115PS) 3/4/5 Door Saloon
FORD,Focus,1.6 Duratec Ti-VCT - Single Cat (115PS) Estate,FORDFocus1.6 Duratec Ti-VCT - Single Cat (115PS) Estate
FORD,Focus,1.6 Duratec Ti-VCT (115PS) 3/4/5 Door Saloon,FORDFocus1.6 Duratec Ti-VCT (115PS) 3/4/5 Door Saloon
FORD,Focus,1.6 Duratec Ti-VCT (115PS) 3/5 Door Saloon,FORDFocus1.6 Duratec Ti-VCT (115PS) 3/5 Door Saloon
FORD,Focus,1.6 Duratec Ti-VCT (115PS) Estate,FORDFocus1.6 Duratec Ti-VCT (115PS) Estate
FORD,Focus,1.6 Duratorq TDCi (109PS) 3/4/5 Door Saloon (+DPF),FORDFocus1.6 Duratorq TDCi (109PS) 3/4/5 Door Saloon (+DPF)
FORD,Focus,1.6 Duratorq TDCi (109PS) 3/5 Door Saloon (+DPF),FORDFocus1.6 Duratorq TDCi (109PS) 3/5 Door Saloon (+DPF)
FORD,Focus,1.6 Duratorq TDCi (109PS) 3/5 Door Saloon (ECO +DPF),FORDFocus1.6 Duratorq TDCi (109PS) 3/5 Door Saloon (ECO +DPF)
FORD,Focus,1.6 Duratorq TDCi (109PS) Estate (+DPF),FORDFocus1.6 Duratorq TDCi (109PS) Estate (+DPF)
FORD,Focus,1.6 Duratorq TDCi (109PS) Estate (ECO +DPF),FORDFocus1.6 Duratorq TDCi (109PS) Estate (ECO +DPF)
FORD,Focus,1.6 Duratorq TDCi (90PS) 3/5 Door Saloon,FORDFocus1.6 Duratorq TDCi (90PS) 3/5 Door Saloon
FORD,Focus,1.6 Duratorq TDCi (90PS) 3/5 Door Saloon (ECO),FORDFocus1.6 Duratorq TDCi (90PS) 3/5 Door Saloon (ECO)
FORD,Focus,1.6 Duratorq TDCi (90PS) 5 Door Saloon,FORDFocus1.6 Duratorq TDCi (90PS) 5 Door Saloon
FORD,Focus,1.6 Duratorq TDCi (90PS) 5 Door Saloon (ECO),FORDFocus1.6 Duratorq TDCi (90PS) 5 Door Saloon (ECO)
FORD,Focus,1.6 Duratorq TDCi (90PS) Estate,FORDFocus1.6 Duratorq TDCi (90PS) Estate
FORD,Focus,1.6 Duratorq TDCi (90PS) Estate (ECO),FORDFocus1.6 Duratorq TDCi (90PS) Estate (ECO)
FORD,Focus,1.8 Duratec (125PS) 3/5 Door Saloon,FORDFocus1.8 Duratec (125PS) 3/5 Door Saloon
FORD,Focus,1.8 Duratec (125PS) Estate,FORDFocus1.8 Duratec (125PS) Estate
FORD,Focus,1.8 Duratec Flexi-Fuel (125PS) 5 Door Saloon,FORDFocus1.8 Duratec Flexi-Fuel (125PS) 5 Door Saloon
FORD,Focus,1.8 Duratec Flexi-Fuel (125PS) Estate,FORDFocus1.8 Duratec Flexi-Fuel (125PS) Estate
FORD,Focus,1.8 Duratorq TDCi (115PS) 3/5 Door Saloon,FORDFocus1.8 Duratorq TDCi (115PS) 3/5 Door Saloon
FORD,Focus,1.8 Duratorq TDCi (115PS) 4 Door Saloon,FORDFocus1.8 Duratorq TDCi (115PS) 4 Door Saloon
FORD,Focus,1.8 Duratorq TDCi (115PS) Estate,FORDFocus1.8 Duratorq TDCi (115PS) Estate
FORD,Focus,2.0 Duratec (145PS) 3/4/5 Door Saloon,FORDFocus2.0 Duratec (145PS) 3/4/5 Door Saloon
FORD,Focus,2.0 Duratec (145PS) Estate,FORDFocus2.0 Duratec (145PS) Estate
FORD,Focus,2.0 Duratorq (110PS) 3/4/5 Door Saloon (+DPF),FORDFocus2.0 Duratorq (110PS) 3/4/5 Door Saloon (+DPF)
FORD,Focus,2.0 Duratorq (110PS) Estate (+DPF),FORDFocus2.0 Duratorq (110PS) Estate (+DPF)
FORD,Focus,2.0 Duratorq TDCi (110PS) 3/4/5 Door Saloon (+DPF),FORDFocus2.0 Duratorq TDCi (110PS) 3/4/5 Door Saloon (+DPF)
FORD,Focus,2.0 Duratorq TDCi (110PS) Estate (+DPF),FORDFocus2.0 Duratorq TDCi (110PS) Estate (+DPF)
FORD,Focus,2.0 Duratorq TDCi (136PS) 3/4/5 Door Saloon (+DPF),FORDFocus2.0 Duratorq TDCi (136PS) 3/4/5 Door Saloon (+DPF)
FORD,Focus,2.0 Duratorq TDCi (136PS) 3/5 Door Saloon,FORDFocus2.0 Duratorq TDCi (136PS) 3/5 Door Saloon
FORD,Focus,2.0 Duratorq TDCi (136PS) 3/5 Door Saloon (+DPF),FORDFocus2.0 Duratorq TDCi (136PS) 3/5 Door Saloon (+DPF)
FORD,Focus,2.0 Duratorq TDCi (136PS) 4 Door Saloon,FORDFocus2.0 Duratorq TDCi (136PS) 4 Door Saloon
FORD,Focus,2.0 Duratorq TDCi (136PS) 4 Door Saloon (+DPF),FORDFocus2.0 Duratorq TDCi (136PS) 4 Door Saloon (+DPF)
FORD,Focus,2.0 Duratorq TDCi (136PS) Estate,FORDFocus2.0 Duratorq TDCi (136PS) Estate
FORD,Focus,2.0 Duratorq TDCi (136PS) Estate (+DPF),FORDFocus2.0 Duratorq TDCi (136PS) Estate (+DPF)
FORD,Focus,2.5 Duratec (225PS) 3/5 Door Saloon,FORDFocus2.5 Duratec (225PS) 3/5 Door Saloon
FORD,Focus,2.5 Duratec (305PS) 3 Door Saloon,FORDFocus2.5 Duratec (305PS) 3 Door Saloon
FORD,Focus,2.5 Duratec ST (225PS) 3/5 Door Saloon,FORDFocus2.5 Duratec ST (225PS) 3/5 Door Saloon
FORD,Focus C-Max,1.6 Duratec (100PS),FORDFocus C-Max1.6 Duratec (100PS)
FORD,Focus C-Max,1.6 Duratorq TDCi (109PS),FORDFocus C-Max1.6 Duratorq TDCi (109PS)
FORD,Focus C-Max,1.6 Duratorq TDCi (90PS),FORDFocus C-Max1.6 Duratorq TDCi (90PS)
FORD,Focus C-Max,1.8 Duratec (125PS),FORDFocus C-Max1.8 Duratec (125PS)
FORD,Focus C-Max,1.8 Duratec Flexi-Fuel (125PS),FORDFocus C-Max1.8 Duratec Flexi-Fuel (125PS)
FORD,Focus C-Max,1.8 Duratorq TDCi (115PS),FORDFocus C-Max1.8 Duratorq TDCi (115PS)
FORD,Focus C-Max,2.0 Duratec (145PS),FORDFocus C-Max2.0 Duratec (145PS)
FORD,Focus C-Max,2.0 Duratorq TDCi (110PS) (+DPF),FORDFocus C-Max2.0 Duratorq TDCi (110PS) (+DPF)
FORD,Focus C-Max,2.0 Duratorq TDCi (136PS),FORDFocus C-Max2.0 Duratorq TDCi (136PS)
FORD,Focus C-Max,2.0 Duratorq TDCi (136PS) (+DPF),FORDFocus C-Max2.0 Duratorq TDCi (136PS) (+DPF)
FORD,Focus Coupe-Cabriolet,1.6 Duratec (100PS),FORDFocus Coupe-Cabriolet1.6 Duratec (100PS)
FORD,Focus Coupe-Cabriolet,2.0 Duratec (145PS),FORDFocus Coupe-Cabriolet2.0 Duratec (145PS)
FORD,Focus Coupe-Cabriolet,2.0 Duratorq TDCi (136PS) (+DPF),FORDFocus Coupe-Cabriolet2.0 Duratorq TDCi (136PS) (+DPF)
FORD,Fusion,1.4 Duratec (80PS),FORDFusion1.4 Duratec (80PS)
FORD,Fusion,1.4 Duratorq TDCi (68PS),FORDFusion1.4 Duratorq TDCi (68PS)
FORD,Fusion,1.6 Duratec (100PS),FORDFusion1.6 Duratec (100PS)
FORD,Fusion,1.6 Duratorq TDCi (90PS),FORDFusion1.6 Duratorq TDCi (90PS)
FORD,Galaxy,1.8 Duratorq TDCi (100PS),FORDGalaxy1.8 Duratorq TDCi (100PS)
FORD,Galaxy,1.8 Duratorq TDCi (125PS),FORDGalaxy1.8 Duratorq TDCi (125PS)
FORD,Galaxy,2.0 Duatorq (140PS),FORDGalaxy2.0 Duatorq (140PS)
FORD,Galaxy,2.0 Duratec (145PS),FORDGalaxy2.0 Duratec (145PS)
FORD,Galaxy,2.0 Duratec EcoBoost (203PS),FORDGalaxy2.0 Duratec EcoBoost (203PS)
FORD,Galaxy,2.0 Duratec Flexi-Fuel (145PS),FORDGalaxy2.0 Duratec Flexi-Fuel (145PS)
FORD,Galaxy,2.0 Duratorq (115PS),FORDGalaxy2.0 Duratorq (115PS)
FORD,Galaxy,2.0 Duratorq (163PS),FORDGalaxy2.0 Duratorq (163PS)
FORD,Galaxy,2.0 Duratorq TDCi (130PS),FORDGalaxy2.0 Duratorq TDCi (130PS)
FORD,Galaxy,2.0 Duratorq TDCi (140PS),FORDGalaxy2.0 Duratorq TDCi (140PS)
FORD,Galaxy,2.0 Duratorq TDCi (140PS) (+ DPF),FORDGalaxy2.0 Duratorq TDCi (140PS) (+ DPF)
FORD,Galaxy,2.2 Duratorq TDCi (175PS),FORDGalaxy2.2 Duratorq TDCi (175PS)
FORD,Galaxy,2.3 Duratec (160PS),FORDGalaxy2.3 Duratec (160PS)
FORD,Ka,1.3 Duratec - no AC,FORDKa1.3 Duratec - no AC
FORD,Ka,1.3 Duratec - with AC,FORDKa1.3 Duratec - with AC
FORD,Ka,1.6 Duratec Sportka,FORDKa1.6 Duratec Sportka
FORD,Kuga,2.0 Duratorq TDCi (136PS) (+DPF),FORDKuga2.0 Duratorq TDCi (136PS) (+DPF)
FORD,Kuga,2.0 Duratorq TDCi (140PS) (+DPF),FORDKuga2.0 Duratorq TDCi (140PS) (+DPF)
FORD,Kuga,2.0 Duratorq TDCi (163PS) (+DPF),FORDKuga2.0 Duratorq TDCi (163PS) (+DPF)
FORD,Kuga,2.5 Duratec (200PS),FORDKuga2.5 Duratec (200PS)
FORD,Mondeo,1.6 Duratec (110PS) Estate,FORDMondeo1.6 Duratec (110PS) Estate
FORD,Mondeo,1.6 Duratec (110PS) Saloon,FORDMondeo1.6 Duratec (110PS) Saloon
FORD,Mondeo,1.6 Duratec (125PS) Estate,FORDMondeo1.6 Duratec (125PS) Estate
FORD,Mondeo,1.6 Duratec (125PS) Saloon,FORDMondeo1.6 Duratec (125PS) Saloon
FORD,Mondeo,1.8 Duratorq TDCi (100PS) Estate,FORDMondeo1.8 Duratorq TDCi (100PS) Estate
FORD,Mondeo,1.8 Duratorq TDCi (100PS) Saloon,FORDMondeo1.8 Duratorq TDCi (100PS) Saloon
FORD,Mondeo,1.8 Duratorq TDCi (125PS) Estate,FORDMondeo1.8 Duratorq TDCi (125PS) Estate
FORD,Mondeo,1.8 Duratorq TDCi (125PS) Estate (ECO),FORDMondeo1.8 Duratorq TDCi (125PS) Estate (ECO)
FORD,Mondeo,1.8 Duratorq TDCi (125PS) Saloon,FORDMondeo1.8 Duratorq TDCi (125PS) Saloon
FORD,Mondeo,1.8 Duratorq TDCi (125PS) Saloon (ECO),FORDMondeo1.8 Duratorq TDCi (125PS) Saloon (ECO)
FORD,Mondeo,2.0 Duatorq (140PS) Estate,FORDMondeo2.0 Duatorq (140PS) Estate
FORD,Mondeo,2.0 Duatorq (140PS) Saloon,FORDMondeo2.0 Duatorq (140PS) Saloon
FORD,Mondeo,2.0 Duratec (145PS) Estate,FORDMondeo2.0 Duratec (145PS) Estate
FORD,Mondeo,2.0 Duratec (145PS) Saloon,FORDMondeo2.0 Duratec (145PS) Saloon
FORD,Mondeo,2.0 Duratec EcoBoost (203PS) Estate,FORDMondeo2.0 Duratec EcoBoost (203PS) Estate
FORD,Mondeo,2.0 Duratec EcoBoost (203PS) Saloon,FORDMondeo2.0 Duratec EcoBoost (203PS) Saloon
FORD,Mondeo,2.0 Duratec Flexi-Fuel (145PS) Estate,FORDMondeo2.0 Duratec Flexi-Fuel (145PS) Estate
FORD,Mondeo,2.0 Duratec Flexi-Fuel (145PS) Saloon,FORDMondeo2.0 Duratec Flexi-Fuel (145PS) Saloon
FORD,Mondeo,2.0 Duratorq (115PS) Estate,FORDMondeo2.0 Duratorq (115PS) Estate
FORD,Mondeo,2.0 Duratorq (115PS) Saloon,FORDMondeo2.0 Duratorq (115PS) Saloon
FORD,Mondeo,2.0 Duratorq (163PS) Estate,FORDMondeo2.0 Duratorq (163PS) Estate
FORD,Mondeo,2.0 Duratorq (163PS) Saloon,FORDMondeo2.0 Duratorq (163PS) Saloon
FORD,Mondeo,2.0 Duratorq TDCi (115PS) Estate (ECO),FORDMondeo2.0 Duratorq TDCi (115PS) Estate (ECO)
FORD,Mondeo,2.0 Duratorq TDCi (115PS) Saloon (ECO),FORDMondeo2.0 Duratorq TDCi (115PS) Saloon (ECO)
FORD,Mondeo,2.0 Duratorq TDCi (130PS) Estate,FORDMondeo2.0 Duratorq TDCi (130PS) Estate
FORD,Mondeo,2.0 Duratorq TDCi (130PS) Saloon,FORDMondeo2.0 Duratorq TDCi (130PS) Saloon
FORD,Mondeo,2.0 Duratorq TDCi (140PS) Estate,FORDMondeo2.0 Duratorq TDCi (140PS) Estate
FORD,Mondeo,2.0 Duratorq TDCi (140PS) Saloon,FORDMondeo2.0 Duratorq TDCi (140PS) Saloon
FORD,Mondeo,2.2 Duratorq TDCi (175PS) Estate,FORDMondeo2.2 Duratorq TDCi (175PS) Estate
FORD,Mondeo,2.2 Duratorq TDCi (175PS) Saloon,FORDMondeo2.2 Duratorq TDCi (175PS) Saloon
FORD,Mondeo,2.3 Duratec (160PS) Estate,FORDMondeo2.3 Duratec (160PS) Estate
FORD,Mondeo,2.3 Duratec (160PS) Saloon,FORDMondeo2.3 Duratec (160PS) Saloon
FORD,Mondeo,2.5 Duratec (220PS) Estate,FORDMondeo2.5 Duratec (220PS) Estate
FORD,Mondeo,2.5 Duratec (220PS) Saloon,FORDMondeo2.5 Duratec (220PS) Saloon
FORD,New Fiesta,1.25 Duratec (60PS),FORDNew Fiesta1.25 Duratec (60PS)
FORD,New Fiesta,1.25 Duratec (82PS),FORDNew Fiesta1.25 Duratec (82PS)
FORD,New Fiesta,1.4 Duratec (96PS),FORDNew Fiesta1.4 Duratec (96PS)
FORD,New Fiesta,1.4 Duratorq TDCi (68PS),FORDNew Fiesta1.4 Duratorq TDCi (68PS)
FORD,New Fiesta,1.6 Duratec TI-VCT (120PS),FORDNew Fiesta1.6 Duratec TI-VCT (120PS)
FORD,New Fiesta,1.6 Duratorq TDCi (90PS),FORDNew Fiesta1.6 Duratorq TDCi (90PS)
FORD,New Fiesta,1.6 Duratorq TDCi (90PS) (+DPF),FORDNew Fiesta1.6 Duratorq TDCi (90PS) (+DPF)
FORD,New Ka,1.2 Duratec (69PS),FORDNew Ka1.2 Duratec (69PS)
FORD,New Ka,1.3 Duratorq (75PS),FORDNew Ka1.3 Duratorq (75PS)
FORD,S-Max,1.8 Duratorq TDCi (125PS),FORDS-Max1.8 Duratorq TDCi (125PS)
FORD,S-Max,2.0 Duatorq (140PS),FORDS-Max2.0 Duatorq (140PS)
FORD,S-Max,2.0 Duratec (145PS),FORDS-Max2.0 Duratec (145PS)
FORD,S-Max,2.0 Duratec EcoBoost (203PS),FORDS-Max2.0 Duratec EcoBoost (203PS)
FORD,S-Max,2.0 Duratec Flexi-Fuel (145PS),FORDS-Max2.0 Duratec Flexi-Fuel (145PS)
FORD,S-Max,2.0 Duratorq (115PS),FORDS-Max2.0 Duratorq (115PS)
FORD,S-Max,2.0 Duratorq (163PS),FORDS-Max2.0 Duratorq (163PS)
FORD,S-Max,2.0 Duratorq TDCi (130PS),FORDS-Max2.0 Duratorq TDCi (130PS)
FORD,S-Max,2.0 Duratorq TDCi (140PS),FORDS-Max2.0 Duratorq TDCi (140PS)
FORD,S-Max,2.0 Duratorq TDCi (140PS) (+ DPF),FORDS-Max2.0 Duratorq TDCi (140PS) (+ DPF)
FORD,S-Max,2.2 Duratorq TDCi (175PS),FORDS-Max2.2 Duratorq TDCi (175PS)
FORD,S-Max,2.3 Duratec (160PS),FORDS-Max2.3 Duratec (160PS)
FORD,S-Max,2.5 Duratec (220PS),FORDS-Max2.5 Duratec (220PS)
FORD,Tourneo Connect,1.8 Duratorq (110PS),FORDTourneo Connect1.8 Duratorq (110PS)
FORD,Tourneo Connect,1.8 Duratorq (90PS),FORDTourneo Connect1.8 Duratorq (90PS)
FORD,Transit Tourneo SWB Bus (FWD),2.2 Duratorq TDCi Diesel (110PS),FORDTransit Tourneo SWB Bus (FWD)2.2 Duratorq TDCi Diesel (110PS)
FORD,Transit Tourneo SWB Bus (FWD),2.2 Duratorq TDCi Diesel (115PS),FORDTransit Tourneo SWB Bus (FWD)2.2 Duratorq TDCi Diesel (115PS)
FORD,Transit Tourneo SWB Bus (FWD),2.2 Duratorq TDCi Diesel (115PS) (+DPF),FORDTransit Tourneo SWB Bus (FWD)2.2 Duratorq TDCi Diesel (115PS) (+DPF)
FORD,Transit Tourneo SWB Bus (FWD),2.2 Duratorq TDCi Diesel (130PS),FORDTransit Tourneo SWB Bus (FWD)2.2 Duratorq TDCi Diesel (130PS)
FORD,Transit Tourneo SWB Bus (FWD),2.2 Duratorq TDCi Diesel (140PS),FORDTransit Tourneo SWB Bus (FWD)2.2 Duratorq TDCi Diesel (140PS)
FORD,Transit Tourneo SWB Bus (FWD),2.2 Duratorq TDCi Diesel (140PS) (+DPF),FORDTransit Tourneo SWB Bus (FWD)2.2 Duratorq TDCi Diesel (140PS) (+DPF)
HONDA,Accord,2.0 i-VTEC ES GT Saloon,HONDAAccord2.0 i-VTEC ES GT Saloon
HONDA,Accord,2.0 i-VTEC ES GT Tourer,HONDAAccord2.0 i-VTEC ES GT Tourer
HONDA,Accord,2.0 i-VTEC ES Saloon,HONDAAccord2.0 i-VTEC ES Saloon
HONDA,Accord,2.0 i-VTEC ES Tourer,HONDAAccord2.0 i-VTEC ES Tourer
HONDA,Accord,2.0 i-VTEC EX,HONDAAccord2.0 i-VTEC EX
HONDA,Accord,2.0 i-VTEC EX Saloon,HONDAAccord2.0 i-VTEC EX Saloon
HONDA,Accord,2.0 i-VTEC SE,HONDAAccord2.0 i-VTEC SE
HONDA,Accord,2.0 i-VTEC Type-S,HONDAAccord2.0 i-VTEC Type-S
HONDA,Accord,2.2 i-CTDi EX,HONDAAccord2.2 i-CTDi EX
HONDA,Accord,2.2 i-CTDi Sport,HONDAAccord2.2 i-CTDi Sport
HONDA,Accord,2.2 i-DTEC ES GT Saloon,HONDAAccord2.2 i-DTEC ES GT Saloon
HONDA,Accord,2.2 i-DTEC ES GT Tourer,HONDAAccord2.2 i-DTEC ES GT Tourer
HONDA,Accord,2.2 i-DTEC ES Saloon,HONDAAccord2.2 i-DTEC ES Saloon
HONDA,Accord,2.2 i-DTEC ES Tourer,HONDAAccord2.2 i-DTEC ES Tourer
